Case 1: wavelength 355nm
Number of data points: 1005 
(Pressure,  temperature, dewpoint, particle extinction coefficient (1/m),lidar ratio (sr), depolarization ratio, altitude (m))



   513.19  -33.15  -71.89 .1400E-06   28.00   .00   5107.50


   512.10  -33.25  -71.95 .1400E-06   28.00   .00   5122.50


   511.00  -33.35  -72.02 .1400E-06   28.00   .00   5137.50


   509.91  -33.44  -72.08 .1400E-06   28.00   .00   5152.50


   508.82  -33.54  -72.15 .1400E-06   28.00   .00   5167.50


   507.74  -33.64  -72.21 .1400E-06   28.00   .00   5182.50


   506.65  -33.74  -72.28 .1400E-06   28.00   .00   5197.50


   505.57  -33.83  -72.34 .1400E-06   28.00   .00   5212.50


   504.48  -33.93  -72.41 .1400E-06   28.00   .00   5227.50


   503.41  -34.03  -72.47 .1400E-06   28.00   .00   5242.50


   502.33  -34.13  -72.54 .1400E-06   28.00   .00   5257.50


   501.25  -34.22  -72.61 .1400E-06   28.00   .00   5272.50


   500.18  -34.32  -72.67 .1400E-06   28.00   .00   5287.50


   499.10  -34.42  -72.74 .1400E-06   28.00   .00   5302.50


   498.03  -34.51  -72.80 .1400E-06   28.00   .00   5317.50


   496.97  -34.61  -72.87 .1400E-06   28.00   .00   5332.50


   495.90  -34.71  -72.93 .1400E-06   28.00   .00   5347.50


   494.83  -34.81  -73.00 .1400E-06   28.00   .00   5362.50


   493.77  -34.90  -73.06 .1400E-06   28.00   .00   5377.50


   492.71  -35.00  -73.13 .1400E-06   28.00   .00   5392.50


   491.65  -35.10  -73.19 .1400E-06   28.00   .00   5407.50


   490.59  -35.20  -73.26 .1400E-06   28.00   .00   5422.50


   489.54  -35.29  -73.32 .1400E-06   28.00   .00   5437.50


   488.48  -35.39  -73.39 .1400E-06   28.00   .00   5452.50


   487.43  -35.49  -73.45 .1400E-06   28.00   .00   5467.50


   486.38  -35.59  -73.52 .1400E-06   28.00   .00   5482.50


   485.33  -35.69  -73.59 .1400E-06   28.00   .00   5497.50


   484.29  -35.78  -73.65 .4500E-07   28.00   .00   5512.50


   483.24  -35.88  -73.72 .4500E-07   28.00   .00   5527.50


   482.20  -35.98  -73.78 .4500E-07   28.00   .00   5542.50


   481.16  -36.07  -73.85 .4500E-07   28.00   .00   5557.50


   480.12  -36.17  -73.91 .4500E-07   28.00   .00   5572.50


   479.08  -36.27  -73.98 .4500E-07   28.00   .00   5587.50


   478.05  -36.37  -74.04 .4500E-07   28.00   .00   5602.50


   477.01  -36.46  -74.11 .4500E-07   28.00   .00   5617.50


   475.98  -36.56  -74.18 .4500E-07   28.00   .00   5632.50


   474.95  -36.66  -74.24 .4500E-07   28.00   .00   5647.50


